,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,label
1200,-6.927,-1.261,-8.779,4.608,-0.661,6.897,-1.007,1.251,-8.26,8.667,-5.371,1.709,-0.488,14.404,6.51,-15.533,-2.289,5.798,-0.336,9.969,-1.851,-1.312,-2.279,-2.401,4.018,-7.863,-7.517,-9.745,-7.589,-14.038,-5.168,-12.309,-5.381,3.489,-6.683,5.615,0.498,7.009,-1.811,3.276,4.862,14.099,3.337,0.224,-2.553,7.65,-0.763,-4.232,-5.931,8.789,-4.161,-2.655,-0.183,3.072,-10.651,-9.501,-1.455,-9.613,-7.202,-5.371,-3.977,-1.221,-21.912,-21.81,1
1201,-8.392,-2.238,-9.267,2.167,-2.126,5.432,-0.519,1.251,-9.237,8.179,-5.371,1.221,-0.977,12.939,6.999,-16.51,-1.801,4.822,0.641,8.993,-2.34,-2.289,-1.79,-2.889,3.53,-9.328,-5.564,-10.722,-7.1,-14.038,-3.215,-13.285,-4.405,4.466,-7.66,3.662,-5.361,6.521,-2.787,2.787,4.862,13.611,4.313,-0.753,-2.553,0.814,0.702,-4.72,-4.954,6.836,-2.696,-4.608,-0.671,2.096,-9.186,-10.966,-1.943,-10.101,-7.202,-6.348,-4.466,-1.709,-23.376,-23.275,1
1202,-6.927,-3.215,-7.314,-0.763,-3.591,4.944,-0.031,-0.214,-9.725,6.226,-6.348,1.709,-0.977,0.732,1.628,-16.998,-2.289,1.892,0.153,4.11,-1.363,-2.777,0.163,-3.377,4.018,-7.863,-2.635,-8.769,-4.659,-11.597,0.692,-16.215,-4.405,3.977,-7.66,1.221,-10.244,2.126,-3.276,1.322,4.862,6.775,1.383,-1.241,-2.065,-4.069,2.655,-5.208,-4.466,3.418,-0.743,-5.096,-0.183,1.607,-5.28,-9.989,-1.943,-7.66,-3.784,-5.859,-3.001,-1.709,-22.888,-22.786,1
1203,-4.486,-3.703,-3.896,-2.716,-3.591,5.432,0.946,-1.678,-8.26,3.784,-6.836,2.197,-0.488,-13.916,-6.673,-16.998,-2.777,-0.549,0.153,-0.773,-0.387,-2.289,2.116,-2.889,4.506,-6.399,0.783,-5.839,-1.729,-8.179,5.575,-18.656,-5.87,2.024,-6.683,-0.244,-11.22,-4.222,-2.787,-0.142,4.374,-2.014,-3.011,-1.241,-2.553,-4.557,3.632,-4.72,-4.466,1.465,1.211,-5.585,-0.183,1.119,-0.885,-8.036,-1.455,-4.242,1.587,-4.395,-1.048,-1.221,-20.447,-20.345,1
1204,-1.556,-3.215,-0.478,-2.228,-2.614,6.897,1.434,-2.167,-6.795,1.343,-7.324,2.686,-0.488,-20.752,-13.509,-16.51,-2.777,-1.526,0.153,-1.75,0.59,-1.801,3.581,-1.912,4.995,-5.91,2.248,-2.909,1.2,-4.761,7.528,-19.145,-6.846,-0.417,-3.754,-0.244,-8.291,-8.128,-1.322,-0.142,4.374,-7.385,-5.941,-0.264,-3.042,-1.628,4.12,-3.743,-3.977,1.465,2.187,-4.608,0.305,1.119,1.068,-7.06,-1.455,-0.824,5.981,-2.93,0.905,0.244,-17.029,-16.927,1
1205,0.397,-2.726,0.498,0.214,-0.661,8.362,1.434,-1.678,-6.307,0.366,-5.859,3.174,-0.488,-15.381,-13.509,-15.533,-2.289,-0.061,0.641,0.692,1.078,-0.336,4.069,-0.448,5.971,-6.887,1.272,-1.444,1.689,-3.296,6.551,-17.68,-6.846,-1.882,-1.801,0.732,-3.408,-8.616,-0.346,0.346,4.374,-5.92,-4.964,0.224,-4.018,3.743,3.143,-2.767,-3.001,3.418,1.699,-2.655,0.793,1.607,0.092,-6.571,-0.966,0.641,7.446,-0.977,2.37,1.709,-14.587,-14.974,1
1206,-0.092,-2.238,-0.966,1.678,0.804,8.85,1.434,-1.19,-5.819,0.366,-3.418,3.174,-0.977,-4.639,-6.185,-14.557,-0.824,1.404,2.106,6.551,1.567,1.129,3.581,1.506,6.948,-7.375,-1.658,-0.468,1.2,-2.808,3.621,-15.238,-4.893,-2.37,-1.312,1.709,0.498,-4.71,0.142,1.322,4.862,-0.549,-1.058,0.712,-4.506,7.65,0.702,-2.279,-1.536,5.859,0.234,-0.702,1.282,2.096,-2.838,-6.083,-1.455,1.129,5.981,0.0,2.37,2.197,-14.099,-14.486,1
1207,-2.045,-2.238,-2.92,1.19,1.292,8.362,-0.031,-0.702,-6.307,0.366,0.488,2.197,-1.465,2.197,4.557,-15.045,1.129,1.892,2.594,10.946,2.055,2.106,2.116,2.97,7.436,-6.887,-5.564,0.02,0.224,-3.296,1.18,-13.774,-2.94,-2.37,-2.289,1.221,0.987,-0.804,-0.834,1.322,6.327,5.31,2.848,-0.264,-5.483,9.603,-2.228,-2.767,-1.048,7.324,-1.231,0.763,1.77,2.584,-5.768,-5.107,-1.943,0.641,3.052,1.953,2.37,2.686,-15.564,-15.951,1
1208,-3.998,-3.215,-4.384,-1.251,0.804,6.897,-1.495,-1.19,-5.33,0.366,4.395,1.709,-1.465,1.709,11.882,-15.533,2.106,1.404,2.594,11.434,2.055,2.594,1.628,3.459,6.948,-5.422,-8.006,0.997,-0.264,-3.784,0.203,-13.774,-2.94,-1.882,-3.265,-0.244,-0.966,1.149,-1.811,0.834,7.792,7.751,4.313,-0.753,-4.995,8.626,-3.693,-2.767,-1.048,7.812,-1.719,1.251,2.258,2.584,-7.233,-4.13,-1.943,0.153,1.587,2.93,2.37,3.174,-17.517,-17.415,1
1209,-4.974,-3.215,-3.408,-3.693,-0.173,5.432,-1.984,-2.167,-4.354,0.854,5.371,1.221,-1.465,-2.686,13.346,-16.51,1.617,0.427,1.617,9.481,2.543,3.082,2.116,3.947,6.46,-3.957,-8.494,1.485,0.712,-4.272,0.203,-14.75,-4.893,-2.37,-3.265,-1.221,-3.896,0.173,-2.787,0.346,8.769,6.287,3.337,-1.241,-4.506,6.185,-3.693,-3.255,-1.536,7.324,-1.719,0.763,2.258,2.096,-6.744,-2.665,-1.943,0.641,1.587,3.906,2.858,3.174,-18.982,-18.88,1
1210,-4.974,-2.726,-1.455,-3.204,-1.149,5.432,-1.495,-1.678,-2.401,2.808,3.906,1.221,-1.465,-2.686,10.417,-16.998,0.641,0.427,0.641,7.039,3.031,3.082,2.604,3.459,5.971,-4.445,-6.541,1.973,2.177,-3.784,1.18,-14.75,-6.846,-2.858,-1.312,-0.244,-5.849,-0.804,-2.299,0.834,7.792,4.333,0.895,-0.753,-3.53,2.767,-1.74,-2.767,-2.024,7.324,-0.743,0.763,2.258,2.096,-4.791,-2.177,-1.943,1.617,2.563,3.906,4.323,3.662,-18.982,-18.392,1
1211,-4.486,-0.773,0.498,0.702,-0.661,6.409,-0.519,-0.702,-1.912,5.249,-0.977,1.709,-1.953,5.615,6.999,-16.51,0.641,1.404,0.153,7.528,3.52,3.571,4.069,3.947,5.971,-5.422,-4.1,1.973,3.642,-3.784,1.668,-12.309,-5.381,-2.37,0.153,2.197,-6.337,-0.804,-0.834,2.299,6.816,3.845,-0.081,-0.264,-3.042,-0.651,1.19,-2.279,-1.048,7.812,0.722,0.763,2.258,2.096,-2.35,-2.665,-1.943,2.594,3.54,3.906,5.3,4.15,-18.005,-17.415,1
1212,-3.51,0.692,1.963,5.585,-0.173,7.874,-0.031,0.763,-2.889,7.69,-5.859,1.709,-2.93,15.869,6.51,-16.022,1.129,2.869,1.617,9.969,4.496,3.571,5.534,3.947,6.46,-5.91,-2.146,1.973,5.107,-3.784,1.668,-9.867,-0.498,-0.417,0.153,4.639,-5.361,1.149,1.119,3.764,5.839,5.31,1.383,0.712,-2.065,-2.116,3.632,-1.79,1.882,8.301,2.675,1.74,2.747,3.072,-0.885,-3.642,-2.431,3.082,4.517,3.906,6.276,5.127,-15.564,-14.974,1
1213,-2.533,2.157,3.428,8.514,0.804,9.338,-0.031,2.228,-3.866,8.667,-8.301,1.709,-3.906,19.287,6.999,-16.022,3.082,3.357,4.059,12.41,5.961,3.571,6.999,4.435,7.436,-4.934,-1.17,1.973,6.083,-3.296,2.645,-6.938,6.337,3.489,-1.801,6.104,-2.431,4.567,3.56,3.764,6.327,6.775,4.313,1.2,-1.088,-1.628,4.608,-1.302,4.812,8.301,4.628,1.74,3.723,3.072,0.58,-3.642,-2.431,3.571,5.493,3.906,7.253,5.615,-12.634,-12.533,1
1214,-0.58,3.133,4.893,8.514,2.268,10.315,-0.519,2.716,-4.354,8.179,-7.812,1.221,-3.418,10.986,5.046,-16.022,5.035,2.38,6.5,13.387,6.938,3.571,7.975,4.435,8.901,-2.492,-0.682,2.462,7.06,-1.831,4.598,-5.961,11.22,6.907,-3.754,6.104,1.475,6.521,5.514,2.787,7.792,6.775,6.755,1.2,-0.112,0.814,4.608,-0.326,6.276,7.812,6.093,1.74,4.7,3.072,2.045,-2.665,-2.431,4.059,6.958,4.883,7.741,6.104,-9.216,-9.115,1
1215,2.35,4.598,7.334,7.05,3.245,10.803,-1.495,2.716,-3.866,7.202,-4.883,1.221,-1.953,-4.639,-0.326,-17.975,6.012,1.404,6.989,12.41,7.426,3.571,8.464,4.435,9.878,-0.539,0.295,2.462,8.036,0.122,7.528,-6.449,11.709,9.837,-4.242,5.615,6.358,6.521,7.467,1.322,9.257,5.31,5.778,1.2,1.353,4.232,4.608,0.651,5.788,7.324,7.07,1.74,5.676,3.072,3.51,-1.2,-1.943,4.547,9.399,4.883,8.23,6.104,-6.287,-6.185,1
1216,5.28,6.551,9.776,5.585,4.222,10.803,-1.495,2.716,-1.424,6.226,-1.953,1.221,-0.488,-16.357,-8.626,-20.905,5.524,0.916,6.5,10.946,6.938,3.571,8.464,3.947,10.854,-0.051,1.272,3.438,8.036,1.587,9.969,-6.938,9.755,11.79,-0.824,5.127,9.776,5.056,9.908,1.811,10.234,3.845,2.36,1.689,2.818,6.185,4.608,1.628,3.835,7.812,6.582,1.74,5.676,3.072,4.974,-0.712,-1.455,4.547,11.353,4.883,7.741,6.104,-4.333,-3.743,1
1217,7.721,8.993,10.752,6.073,5.686,11.78,-1.007,3.204,1.506,6.226,-0.488,1.709,0.977,-15.869,-13.021,-23.346,3.571,1.404,5.035,10.457,5.961,3.082,6.999,2.97,10.366,-2.004,1.76,2.462,6.571,1.587,10.457,-5.473,7.802,12.767,5.524,5.615,10.264,3.103,12.349,2.787,10.722,3.357,-2.523,2.665,3.794,6.673,4.608,3.092,1.882,8.301,5.117,0.763,5.676,3.072,4.974,-1.689,-0.966,3.082,11.353,3.418,6.276,5.615,-3.357,-3.255,1
1218,9.674,11.922,9.776,7.538,7.64,13.733,0.458,4.181,4.435,5.737,-0.488,2.686,0.977,-5.127,-10.579,-26.276,2.106,1.404,3.571,10.457,4.008,1.617,5.046,1.506,8.901,-4.445,0.783,0.02,4.618,-0.366,8.504,-2.055,8.779,13.743,10.895,6.592,6.846,1.149,14.791,3.764,10.722,3.845,-5.452,4.13,4.771,4.72,4.608,5.046,0.905,7.324,3.164,-0.214,5.188,3.56,3.51,-4.13,0.01,0.641,9.399,1.465,3.835,4.15,-4.822,-4.72,1
1219,12.604,15.828,8.311,9.003,10.081,17.151,1.923,5.646,5.9,4.761,0.0,3.174,1.465,6.592,-0.814,-27.74,2.106,0.916,2.106,9.969,2.543,0.153,1.628,-0.448,6.948,-7.375,-2.146,-2.909,1.2,-3.784,5.086,4.293,13.662,16.673,13.336,7.568,1.475,-0.315,18.209,4.252,11.21,2.38,-4.476,5.107,5.747,1.79,4.12,7.487,0.417,5.371,0.722,-2.655,4.7,2.584,0.092,-7.06,0.987,-2.289,5.005,-1.465,0.905,2.686,-7.751,-7.65,1
1220,16.998,20.711,6.358,9.979,13.011,20.569,3.876,6.622,6.877,3.296,0.977,3.662,1.953,10.01,9.928,-29.694,3.571,-0.549,2.106,7.528,1.567,-1.801,-0.814,-3.377,4.018,-9.328,-5.564,-6.327,-2.218,-7.202,1.18,12.594,19.521,21.067,12.36,8.545,-2.92,-1.78,23.092,3.276,12.675,-0.061,-0.57,6.083,7.212,-0.651,3.143,10.417,0.417,2.93,-1.719,-5.096,4.7,1.607,-3.815,-9.501,1.475,-5.219,1.099,-3.906,-1.536,1.221,-11.658,-11.556,1
1221,23.346,27.547,6.846,11.444,17.405,24.475,5.341,8.087,7.853,2.808,3.906,4.639,2.93,4.15,14.811,-32.623,5.035,-2.014,2.594,4.598,0.59,-3.754,-2.279,-4.842,2.553,-9.816,-8.494,-8.28,-4.171,-9.155,-1.75,22.359,24.892,27.903,9.43,10.986,-3.896,-1.78,29.439,3.276,14.628,-2.502,4.313,8.036,8.677,-1.628,2.167,13.835,-0.071,1.465,-3.672,-6.561,5.188,1.119,-7.233,-10.966,2.94,-7.66,-0.854,-5.859,-3.489,-0.244,-15.076,-14.974,1
1222,33.112,35.848,9.776,14.374,22.288,28.87,7.782,10.04,9.806,4.761,7.812,6.104,4.395,-5.127,11.882,-36.53,6.012,-1.038,2.594,3.133,0.102,-4.242,-2.767,-5.33,1.088,-9.816,-9.471,-9.257,-5.147,-10.132,-3.215,34.566,30.263,36.204,7.965,15.381,-1.455,0.173,38.717,5.229,16.093,-2.014,8.219,10.966,11.607,-0.651,1.19,18.717,-0.559,0.977,-4.161,-6.561,5.188,1.119,-8.209,-11.454,4.405,-8.148,-0.854,-6.348,-3.977,-1.221,-16.052,-15.951,1
1223,44.342,47.078,16.123,19.745,28.636,35.217,11.2,14.435,13.224,9.155,10.742,8.545,7.324,-9.033,5.046,-40.924,6.012,1.404,2.106,4.11,-0.387,-3.754,-2.767,-4.842,1.088,-9.816,-8.982,-9.257,-5.147,-10.132,-3.215,50.191,37.587,46.458,10.895,21.24,2.452,4.567,49.947,9.135,18.046,1.892,8.708,14.872,14.537,1.79,0.214,25.065,-1.536,2.93,-4.161,-5.096,5.188,2.584,-8.209,-11.454,6.358,-7.66,0.122,-5.859,-4.466,-1.709,-12.634,-12.533,1
1224,58.014,59.774,23.936,26.093,35.96,42.542,16.083,19.318,18.107,14.526,12.695,10.498,9.277,-5.615,0.163,-44.342,5.524,4.822,-0.336,7.039,-0.387,-3.265,-2.767,-3.866,0.6,-9.816,-8.006,-9.257,-5.147,-10.62,-3.215,68.258,48.33,57.2,18.707,28.076,6.358,9.45,63.131,14.506,19.511,7.263,6.266,19.267,18.443,4.72,-0.275,31.413,-2.513,4.395,-4.161,-4.12,5.188,4.537,-8.209,-11.943,8.311,-7.66,0.122,-5.859,-4.466,-1.709,-6.287,-6.185,1
1225,71.198,73.446,31.26,32.928,42.308,49.866,20.477,24.2,23.478,18.921,13.184,12.451,11.23,1.221,1.628,-47.272,4.547,6.287,-2.777,9.481,-1.363,-2.777,-3.743,-2.889,-0.376,-9.328,-8.006,-8.769,-5.636,-11.597,-4.191,87.789,61.025,68.919,27.008,34.424,9.288,13.357,75.826,17.436,20.487,10.681,2.36,23.173,22.349,7.161,-0.763,38.249,-3.977,4.883,-4.649,-3.632,5.188,6.002,-8.209,-11.943,9.776,-7.66,-0.854,-5.371,-4.954,-1.709,0.549,1.139,1
1226,81.94,85.164,34.678,38.788,47.679,56.702,24.872,28.107,26.896,20.386,11.23,13.428,12.207,4.15,6.51,-49.713,3.082,5.31,-4.242,8.993,-2.34,-3.265,-4.72,-2.889,-1.841,-9.328,-9.471,-8.769,-6.124,-12.573,-5.168,105.855,71.767,80.638,31.403,39.307,11.241,15.31,87.056,17.924,20.976,10.193,-0.57,26.103,25.767,6.185,-2.228,43.62,-4.954,3.418,-6.114,-4.608,4.7,6.002,-10.162,-12.919,10.752,-8.148,-2.808,-5.371,-5.931,-2.197,5.92,5.534,1
1227,89.752,94.93,34.678,44.647,51.097,61.584,27.802,30.548,28.361,20.386,8.301,13.428,11.719,1.221,9.928,-53.131,2.594,3.357,-4.73,6.551,-3.316,-3.265,-5.697,-3.866,-2.818,-9.816,-12.4,-8.769,-7.1,-13.55,-6.144,120.015,78.115,91.38,31.891,42.236,12.217,15.31,95.846,16.459,19.999,6.775,-1.546,27.568,27.72,2.279,-4.181,47.526,-4.954,2.441,-7.09,-6.073,4.7,4.537,-12.115,-13.407,10.752,-9.125,-4.761,-6.348,-6.419,-3.174,5.92,6.022,1
1228,95.123,103.231,34.19,49.53,53.05,64.026,29.266,32.501,27.873,20.386,4.395,13.428,10.254,-4.15,7.487,-58.99,2.594,1.892,-3.265,4.11,-3.316,-3.754,-6.185,-4.354,-3.794,-11.281,-14.842,-8.769,-8.077,-13.062,-7.121,130.269,80.556,100.657,28.961,45.166,13.194,14.333,102.681,14.994,18.534,3.845,0.407,28.544,28.208,-3.581,-5.157,50.456,-5.442,1.953,-7.579,-7.05,3.723,3.56,-14.069,-13.896,10.264,-9.125,-6.226,-6.348,-6.419,-3.174,2.991,3.092,1
1229,99.518,110.067,34.678,53.925,55.491,66.467,30.243,33.966,26.896,21.851,2.441,13.428,9.277,-7.568,0.651,-64.362,2.594,2.38,-2.289,2.645,-3.316,-3.265,-6.185,-4.842,-3.794,-13.234,-15.818,-8.769,-8.077,-12.573,-7.609,138.57,82.509,108.47,27.008,48.584,12.705,14.333,108.541,15.483,18.046,3.357,3.337,30.009,28.208,-9.928,-6.134,53.385,-5.442,2.93,-7.579,-7.538,3.235,3.072,-14.557,-14.872,9.776,-8.636,-7.202,-6.348,-6.419,-3.174,0.061,0.163,1
1230,104.889,116.414,38.096,55.389,58.909,68.909,30.731,35.919,26.896,24.292,2.441,13.428,8.789,-5.615,-6.673,-69.733,3.082,3.845,-2.289,2.645,-2.828,-2.777,-6.673,-5.33,-2.818,-15.676,-16.307,-9.745,-8.077,-13.062,-8.586,147.359,86.416,113.352,27.985,51.025,11.241,15.31,115.377,18.412,19.023,5.31,5.778,31.474,28.208,-13.346,-6.622,56.803,-6.419,3.418,-7.579,-8.514,3.235,3.56,-14.557,-16.337,9.776,-8.148,-7.69,-6.348,-5.931,-2.686,-0.916,-0.814,1
1231,111.725,122.762,43.467,54.413,63.304,72.815,32.196,37.872,29.338,26.245,4.883,13.916,9.277,-1.221,-9.115,-73.639,3.082,4.822,-3.754,3.133,-3.316,-2.777,-6.673,-6.307,-1.353,-17.141,-16.307,-11.21,-8.565,-14.038,-9.562,157.613,93.74,117.259,31.891,52.979,8.311,15.798,121.724,21.342,19.999,6.775,5.29,33.427,29.673,-12.37,-7.599,60.71,-7.884,2.93,-9.043,-10.468,2.747,4.049,-15.533,-18.29,10.264,-8.148,-9.644,-6.836,-5.931,-2.197,1.038,0.651,1
1232,119.049,129.11,47.373,53.436,67.21,77.209,33.661,39.337,32.756,27.222,7.812,14.404,10.254,2.197,-6.185,-76.569,2.594,4.333,-5.707,2.645,-3.316,-3.754,-7.65,-8.26,-0.376,-18.606,-16.795,-12.675,-9.542,-16.968,-12.004,167.379,100.576,120.188,35.797,54.443,7.334,15.798,129.049,22.807,21.464,5.798,2.36,34.892,31.138,-8.464,-9.064,64.128,-9.837,0.977,-10.508,-12.909,3.235,3.56,-16.51,-20.243,11.241,-9.125,-12.573,-7.324,-6.419,-2.197,3.967,4.069,1
1233,125.397,133.993,48.838,53.436,70.14,80.627,34.637,40.802,35.197,27.71,9.766,14.893,11.23,3.174,-0.814,-79.01,1.129,2.869,-7.66,0.692,-3.805,-4.73,-8.626,-10.701,0.6,-20.07,-18.26,-14.628,-10.518,-20.386,-14.933,176.168,104.97,124.095,37.75,55.908,8.311,15.798,134.42,22.319,21.952,2.869,-1.546,36.357,32.603,-4.557,-11.017,66.569,-10.813,-0.977,-11.973,-15.35,2.747,3.072,-18.463,-22.685,11.729,-10.59,-15.503,-8.789,-7.395,-2.686,5.432,5.534,1
1234,129.303,137.41,46.397,56.366,70.628,83.069,35.126,41.779,36.174,26.733,9.766,15.869,11.719,2.197,2.116,-80.963,-0.336,1.892,-8.636,-1.261,-4.293,-5.219,-9.603,-12.166,0.6,-22.024,-19.725,-17.069,-11.495,-23.315,-16.398,181.051,105.459,128.977,37.262,57.861,10.752,15.798,137.838,21.342,20.976,1.892,-4.964,37.333,33.091,-3.092,-12.482,68.034,-10.813,-1.953,-12.95,-17.303,2.747,2.584,-19.928,-24.638,12.217,-12.054,-17.456,-10.742,-8.372,-2.686,5.432,5.534,1
1235,131.256,139.364,41.514,60.76,70.628,84.045,34.637,43.243,34.709,26.245,7.324,16.357,11.719,1.221,0.163,-82.428,-2.289,2.38,-8.636,-1.75,-4.781,-5.707,-10.579,-13.143,0.6,-24.465,-20.701,-18.046,-12.472,-24.78,-16.398,183.004,103.994,132.884,36.285,60.303,10.752,16.774,139.303,20.854,19.023,3.845,-6.917,38.31,33.091,-5.046,-12.97,68.522,-9.837,-1.465,-13.438,-17.792,2.258,3.072,-20.416,-26.103,12.705,-12.543,-18.433,-11.719,-8.86,-3.174,3.967,4.557,1
1236,131.744,141.317,35.655,63.69,70.628,84.534,34.637,44.708,32.756,25.269,4.395,16.846,11.23,-0.732,-6.185,-82.916,-3.265,3.845,-9.125,-2.238,-5.269,-5.219,-11.068,-13.143,0.6,-26.418,-20.701,-18.534,-12.96,-25.269,-14.933,183.98,103.505,134.837,34.821,62.256,5.87,17.263,140.767,21.83,18.534,6.775,-7.894,38.798,33.091,-6.999,-13.458,69.01,-9.349,0.0,-14.414,-17.303,1.77,3.56,-19.928,-26.591,12.705,-12.543,-17.944,-11.719,-9.349,-3.174,3.479,3.581,1
1237,132.233,142.782,31.26,64.178,71.116,85.51,34.637,46.173,32.267,23.804,2.441,16.846,11.719,-6.592,-13.509,-82.916,-3.754,4.822,-10.59,-2.726,-5.269,-4.73,-11.556,-12.655,0.112,-25.93,-20.701,-18.046,-13.448,-23.804,-12.004,185.445,104.482,134.837,34.332,63.232,-2.92,17.263,141.744,22.807,19.023,7.751,-7.894,39.286,34.068,-8.464,-13.458,69.987,-9.837,0.0,-15.391,-16.815,1.77,3.56,-19.44,-25.614,13.194,-12.543,-16.968,-11.719,-9.349,-3.662,2.991,3.092,1
1238,132.721,144.735,31.26,63.202,73.069,86.975,35.614,47.15,33.732,22.339,3.906,16.357,12.695,-16.357,-18.88,-83.405,-3.265,3.357,-12.543,-4.191,-5.758,-5.219,-12.533,-12.166,-0.376,-23.977,-20.701,-17.558,-13.936,-22.339,-10.539,188.375,108.388,133.86,34.332,62.744,-10.732,15.31,143.697,23.295,21.464,4.333,-7.894,40.263,36.021,-7.975,-14.435,71.452,-9.837,-1.465,-16.368,-15.839,2.258,3.56,-19.44,-24.15,13.682,-12.543,-15.991,-11.719,-10.325,-4.15,2.991,2.604,1
1239,133.698,147.176,36.143,61.737,75.511,88.928,37.567,47.638,37.638,21.851,7.812,15.869,14.648,-24.658,-19.368,-84.381,-1.312,1.404,-13.519,-6.144,-5.758,-5.707,-13.509,-12.655,-1.353,-21.047,-22.166,-17.558,-15.889,-22.339,-11.515,191.793,112.295,133.372,35.309,63.232,-11.709,12.38,146.139,22.807,24.394,-2.502,-6.917,41.728,38.951,-7.975,-15.411,73.405,-10.325,-3.906,-17.344,-15.839,2.747,2.584,-21.393,-22.685,14.659,-14.496,-16.968,-12.695,-11.302,-4.639,2.502,2.604,1
1240,135.162,149.129,45.909,62.714,77.952,91.37,39.52,48.615,41.056,23.315,13.184,16.357,16.602,-22.705,-14.974,-85.358,0.153,-0.549,-13.519,-7.121,-6.246,-6.683,-15.462,-14.119,-2.33,-20.07,-25.096,-19.023,-18.331,-23.804,-15.91,193.746,116.201,135.325,37.75,64.209,-2.431,11.403,149.068,22.319,26.835,-6.897,-4.476,43.193,41.392,-10.417,-16.388,76.335,-9.837,-6.348,-18.809,-16.327,3.235,1.607,-25.299,-23.173,15.635,-17.426,-19.897,-14.16,-13.743,-5.615,2.014,2.116,1
1241,137.115,151.082,55.674,65.155,79.417,93.323,40.985,50.079,43.009,26.245,16.113,17.822,18.066,-10.01,-8.626,-85.846,1.129,0.427,-13.519,-6.632,-7.222,-7.66,-18.392,-15.584,-4.283,-21.535,-29.002,-22.441,-22.237,-27.71,-22.746,193.746,117.666,139.231,40.192,65.674,11.729,13.357,150.533,22.319,27.323,-5.92,-2.035,45.634,42.857,-15.788,-18.341,77.799,-10.325,-6.836,-21.739,-18.28,3.723,1.607,-30.67,-25.126,16.612,-21.332,-24.78,-17.09,-16.673,-7.08,2.014,2.116,1
1242,138.092,151.082,60.069,66.132,79.417,93.811,40.985,51.544,41.545,28.687,15.137,19.287,18.066,8.057,-3.743,-85.846,0.641,2.869,-14.496,-5.656,-8.687,-8.636,-21.322,-17.537,-6.236,-25.441,-32.908,-25.859,-26.143,-31.616,-30.558,190.816,116.689,142.649,41.168,66.65,22.959,16.286,150.533,23.295,25.859,0.427,-0.57,47.099,42.857,-21.647,-21.759,77.799,-11.79,-6.348,-25.157,-20.233,3.235,2.584,-36.041,-28.544,16.612,-25.238,-30.64,-19.531,-20.091,-8.057,1.526,2.116,1
1243,136.139,149.618,54.698,63.69,76.976,92.834,39.032,52.032,38.615,28.687,9.766,20.752,17.09,17.822,-4.232,-86.334,-2.289,5.31,-16.449,-4.679,-10.64,-9.613,-24.251,-19.002,-8.189,-28.859,-35.838,-29.277,-29.561,-35.522,-35.929,186.91,112.783,144.114,38.727,65.186,23.936,17.263,147.603,24.272,22.929,6.775,-2.035,46.611,41.392,-24.089,-25.665,75.358,-14.72,-5.371,-28.086,-22.186,1.77,3.56,-40.436,-31.474,16.612,-28.168,-34.546,-21.973,-22.532,-9.033,0.549,1.139,1
1244,132.233,146.2,43.467,57.831,74.046,90.393,36.591,50.568,34.709,26.733,2.93,20.752,16.113,10.986,-9.115,-87.799,-4.73,5.31,-19.379,-5.168,-12.105,-10.101,-25.228,-19.979,-9.654,-30.324,-36.326,-30.741,-31.026,-37.476,-36.906,182.515,107.9,141.673,33.844,62.256,15.635,15.31,143.697,24.272,19.511,8.24,-6.429,44.657,39.439,-22.135,-28.595,71.94,-16.673,-4.883,-29.063,-23.163,0.305,4.049,-40.924,-33.427,16.123,-29.633,-36.499,-23.438,-23.997,-10.01,-1.404,-1.302,1
1245,126.862,142.782,32.725,51.483,71.604,88.44,34.637,48.126,32.756,23.804,-1.953,19.775,15.137,-8.545,-13.997,-88.776,-7.172,3.357,-20.844,-7.121,-12.594,-10.101,-24.74,-20.467,-10.142,-29.348,-34.861,-31.23,-30.538,-37.476,-34.953,179.097,103.017,135.813,29.938,58.838,3.916,10.915,138.814,23.783,17.558,3.357,-12.288,42.704,37.486,-16.276,-29.572,69.499,-17.161,-5.371,-27.11,-23.163,-0.183,4.049,-38.971,-33.915,15.147,-29.144,-35.034,-23.926,-23.509,-10.01,-3.845,-3.255,1
1246,121.979,140.34,29.307,48.553,70.628,86.975,34.637,46.661,32.756,21.362,-3.418,19.287,15.137,-28.076,-15.951,-89.264,-7.66,1.404,-20.355,-8.586,-12.105,-10.101,-23.275,-20.467,-9.654,-27.395,-31.932,-30.253,-28.585,-36.499,-31.535,176.168,101.064,129.466,29.449,56.885,-4.384,7.497,135.396,23.295,17.558,-3.967,-16.683,41.728,36.997,-9.928,-26.642,68.522,-16.673,-6.348,-24.668,-23.163,-0.183,3.56,-35.553,-32.939,15.147,-27.679,-32.593,-23.438,-22.532,-9.521,-4.333,-4.232,1
